ph,Solids,Chloramines,Sulfate,Trihalomethanes,Turbidity,Potability
6.37,875.98,0.04,269.54,78.1,1.1,1
7.26,353.25,2.94,152.5,103.84,1.09,1
7.67,121.07,1.44,135.09,67.65,4.52,0
6.93,971.13,0.94,138.47,12.98,4.11,0
7.16,520.55,1.31,14.06,38.35,2.7,1
7.38,348.54,2.5,85.38,35.79,1.07,1
7.17,94.09,1.1,122.65,14.94,1.12,1
7.68,764.07,1.11,226.25,52.4,3.24,1
7.54,934.66,0.92,450.08,71.43,4.11,1
7.12,686.86,0.33,384.84,42.54,4.42,1
7.64,460.55,0.87,311.88,14.36,0.73,1
7.36,763.84,2.96,368.24,71.44,1.43,1
7.21,1025.55,2.49,210.73,96.99,2.22,1
7.71,655.78,1.39,23.95,35.61,1.88,1
7.82,875.15,3.11,435.16,31.73,3.73,1
8.03,922.55,0.4,397.24,79.87,0.81,1
8.18,763.39,2.0,283.59,55.5,2.54,0
7.66,501.29,0.68,424.71,83.14,0.0,1
7.97,419.63,1.24,366.7,35.67,3.74,1
6.89,698.22,1.84,398.14,96.44,3.93,1
7.75,807.98,1.68,0.0,0.0,3.66,1
7.04,926.47,2.59,502.07,70.19,2.04,1
7.36,149.8,0.98,230.86,48.35,2.75,1
6.81,138.98,0.69,269.69,87.77,3.84,1
7.16,523.49,0.71,379.94,16.84,0.0,1
6.53,629.22,2.24,184.09,56.56,4.18,1
7.62,106.83,0.52,111.73,42.3,3.42,1
8.06,453.81,0.31,390.26,85.43,2.48,1
8.23,292.98,0.43,258.07,0.0,4.03,1
6.59,1013.27,2.9,391.49,9.13,3.65,0
7.74,477.31,1.19,59.2,96.42,1.13,1
8.41,249.9,0.39,281.16,71.49,4.66,1
6.47,819.67,2.16,251.47,33.59,4.8,1
6.93,246.02,0.9,56.28,24.66,0.85,1
6.83,302.21,1.93,311.82,24.85,5.44,1
7.25,52.23,3.05,168.38,14.54,2.62,1
6.74,335.55,2.37,299.66,12.54,3.12,1
8.02,0.0,1.93,128.18,102.41,4.9,1
7.11,265.62,3.4,301.9,28.94,5.32,1
7.7,577.93,1.76,425.85,87.32,1.31,1
7.45,364.11,1.63,509.54,74.24,0.73,1
7.84,634.35,2.53,388.4,71.6,4.17,1
7.12,911.43,3.08,506.42,37.89,2.38,1
7.95,503.23,1.93,467.99,21.56,2.38,1
8.38,0.0,1.08,283.11,57.09,1.56,1
7.98,782.52,1.49,232.37,94.79,4.55,1
6.93,210.99,0.09,342.89,48.4,2.88,0
8.45,501.68,0.92,0.0,37.03,4.26,1
7.77,543.25,2.05,307.9,64.15,4.7,1
6.75,655.77,1.93,76.2,3.33,0.0,1
7.34,244.58,2.44,320.79,45.89,2.38,1
7.53,584.16,2.18,373.68,62.38,3.4,1
7.49,550.49,1.74,18.31,21.15,1.12,1
6.57,537.85,2.74,499.04,50.89,0.94,1
7.21,294.81,1.43,21.3,51.12,0.41,1
7.15,315.42,1.75,234.04,4.0,1.22,1
7.97,488.1,0.95,154.49,7.3,4.97,1
7.32,294.2,1.03,6.93,113.32,0.93,1
6.53,618.96,1.98,282.97,97.55,4.63,1
7.48,557.96,0.45,132.76,79.49,0.55,1
6.65,409.97,3.39,81.3,58.77,1.33,1
6.33,671.85,2.24,443.29,51.98,1.61,1
8.51,859.36,2.14,162.22,14.38,5.48,1
7.12,608.72,1.55,422.01,17.22,0.85,1
7.49,348.38,1.78,395.6,26.04,4.33,1
7.11,869.94,1.36,171.46,49.6,2.93,1
6.44,0.0,1.53,116.41,51.98,1.85,1
8.29,738.41,0.88,400.3,0.78,2.53,1
8.61,372.35,2.61,43.17,14.19,0.28,1
6.66,398.82,3.17,376.73,59.04,2.61,1
7.64,961.79,1.74,321.07,28.06,3.08,1
7.42,486.69,2.23,208.85,0.0,0.96,1
6.74,986.76,0.8,62.11,28.43,3.33,1
7.98,656.95,2.68,136.61,88.46,3.75,0
7.77,12.56,2.7,0.0,63.23,3.06,1
7.67,452.94,1.98,393.52,65.06,3.37,1
7.59,542.53,2.76,349.66,43.89,2.59,1
6.45,0.0,2.01,0.0,55.77,0.98,0
6.89,558.34,2.34,280.25,9.53,3.06,1
7.43,1000.58,1.36,44.47,46.31,2.25,1
7.93,228.38,0.0,450.31,52.54,0.58,1
6.84,37.31,0.23,87.13,21.85,3.08,1
7.5,505.57,2.53,196.65,64.16,2.36,0
7.9,328.87,1.25,175.75,37.63,2.53,1
6.42,200.28,2.18,508.91,0.0,0.58,1
6.96,600.5,1.0,387.32,26.85,1.48,1
6.85,895.01,2.46,197.57,55.03,0.93,1
8.22,480.78,2.25,420.17,83.01,4.5,1
6.76,708.94,2.01,88.71,6.38,2.91,1
6.59,125.6,0.0,143.43,71.05,1.85,1
7.45,130.05,1.84,393.3,11.61,0.0,1
7.91,974.53,1.15,7.83,30.07,1.65,1
6.61,244.91,3.17,266.18,99.22,3.44,1
8.02,1044.5,0.04,502.77,71.36,5.36,1
6.71,352.34,0.72,79.9,17.03,1.58,1
8.0,539.0,3.14,444.37,35.45,4.22,1
6.41,585.58,2.75,406.75,99.76,0.49,1
8.51,186.43,2.24,5.18,100.82,0.2,1
6.8,34.93,1.58,230.92,42.94,1.0,1
7.8,446.92,1.91,189.99,29.93,0.74,1
8.25,193.61,2.77,173.17,56.37,1.21,1
7.22,309.36,2.25,216.67,15.22,3.26,1
6.76,44.0,0.16,233.87,92.16,2.55,1
7.88,377.37,0.44,0.0,11.64,4.09,1
7.53,550.32,0.53,148.76,34.23,0.0,1
7.71,398.68,0.0,157.21,14.13,3.63,1
8.31,497.79,0.05,302.08,98.22,0.58,0
7.41,522.91,1.36,466.59,94.99,1.17,1
7.78,760.75,1.52,355.49,68.21,4.78,1
7.5,201.89,2.43,402.4,61.44,4.16,1
7.43,968.44,0.89,499.73,75.42,4.14,1
7.13,605.01,0.59,181.22,26.67,2.82,1
6.76,1096.57,2.57,170.43,88.25,1.59,1
7.25,86.55,3.02,71.79,51.38,3.48,1
6.77,242.4,3.27,404.02,102.46,2.02,1
7.13,185.23,0.16,238.85,66.69,3.79,1
8.14,824.76,1.7,95.95,51.89,4.43,1
6.79,526.35,2.02,199.16,66.97,3.22,1
6.47,879.18,1.67,422.87,70.32,3.87,0
7.53,736.28,0.26,292.46,73.98,3.8,1
7.26,104.18,3.12,165.24,63.96,0.5,1
6.83,498.3,1.73,482.11,19.29,0.97,1
7.27,387.37,0.43,216.19,7.29,1.87,1
7.02,384.03,0.69,60.65,39.48,4.58,1
7.98,802.64,2.49,0.0,84.36,3.12,1
8.31,157.46,1.31,425.7,39.43,2.77,0
8.38,853.87,2.55,25.09,6.72,4.31,1
6.99,433.69,0.26,477.63,73.42,4.39,1
7.54,328.11,1.37,0.0,68.89,0.28,1
7.28,637.27,0.92,136.66,87.39,2.29,1
7.14,312.1,0.52,138.9,96.66,4.3,1
8.21,814.53,2.62,231.16,78.43,3.03,1
6.52,605.76,1.23,0.0,22.54,0.64,1
7.36,598.15,2.16,190.16,39.37,4.95,1
7.65,292.13,2.78,314.89,64.27,1.68,1
7.54,318.3,0.7,333.92,63.23,1.35,1
7.0,995.06,0.13,101.31,40.42,2.26,0
8.17,539.08,1.93,417.03,4.54,4.28,1
7.56,492.22,0.62,434.25,82.5,5.0,1
8.04,807.41,2.86,217.99,74.17,1.53,1
6.54,899.26,0.3,187.69,65.44,2.49,1
7.93,114.2,2.09,0.0,60.18,0.78,0
6.94,947.47,0.08,0.0,21.03,3.89,1
7.51,0.0,1.25,135.06,81.49,0.49,1
8.43,490.87,0.42,58.86,68.23,2.82,1
8.62,316.55,2.95,446.82,72.55,0.96,1
8.14,250.69,1.4,365.58,7.29,0.32,1
8.13,505.76,1.98,55.71,4.32,0.69,1
6.69,638.49,0.59,321.17,60.39,4.78,1
6.28,509.91,1.2,111.55,86.6,1.81,1
7.6,655.08,2.4,518.51,27.61,3.1,1
6.5,939.71,1.52,239.31,81.68,0.88,1
8.88,8.85,2.58,277.81,18.24,2.42,1
6.53,16.36,1.17,47.6,60.54,5.01,1
7.02,415.9,0.86,293.08,48.12,1.31,1
7.07,564.53,2.62,343.01,52.07,4.06,1
6.89,133.43,0.85,174.91,2.71,1.58,1
7.6,552.21,1.28,5.65,44.39,0.62,1
6.41,844.86,2.46,232.57,55.65,3.93,1
8.37,862.98,0.58,401.7,41.6,1.42,1
8.16,1103.91,1.92,156.45,26.89,3.39,1
7.14,1004.44,2.27,461.42,62.54,4.36,0
8.03,441.79,1.22,329.8,16.06,3.57,1
8.29,1121.25,1.56,512.47,99.26,1.88,1
7.18,772.5,1.92,11.88,28.32,4.1,1
7.97,102.47,0.0,291.49,17.25,2.84,1
8.28,1005.7,0.4,322.21,38.89,1.16,1
7.59,204.03,1.15,171.51,56.8,5.08,1
7.26,552.47,0.0,394.43,44.75,1.0,1
8.32,567.6,1.15,41.31,90.21,0.65,1
8.62,1139.77,0.77,277.89,0.63,2.93,1
7.33,613.18,1.93,230.29,38.72,2.62,1
6.36,981.32,1.62,456.89,52.19,0.62,1
8.32,0.0,0.0,417.82,105.08,2.34,1
8.01,52.94,1.88,85.61,99.7,1.28,0
7.05,173.39,2.12,120.75,44.06,3.6,1
7.84,535.58,2.27,25.93,42.63,2.57,1
7.01,304.31,2.39,103.87,0.0,2.14,1
8.15,0.0,1.0,417.23,89.48,0.32,1
7.37,129.51,2.62,421.5,49.75,4.07,1
6.68,610.11,1.14,384.9,58.67,1.83,1
6.16,611.94,0.66,26.07,69.4,2.66,1
7.4,870.29,1.94,283.57,53.82,3.47,0
8.34,651.17,2.28,288.01,70.45,3.0,1
6.88,927.8,2.16,395.65,30.46,1.43,0
7.14,751.77,2.14,0.0,33.23,3.39,1
8.17,363.98,2.55,93.17,92.13,3.5,0
6.28,360.44,2.47,303.31,65.99,0.9,1
7.02,1.81,1.5,8.41,91.03,1.4,1
8.21,264.43,0.3,475.65,3.3,0.0,1
6.23,520.26,0.38,29.24,79.26,0.86,1
8.51,396.55,3.24,488.64,4.74,3.6,0
7.93,294.52,0.9,36.21,69.9,4.28,0
6.58,437.43,1.88,91.36,66.9,1.82,1
7.82,0.0,0.21,150.81,19.22,4.57,1
7.6,822.8,1.62,336.68,23.32,2.0,1
7.58,513.17,2.01,554.25,52.6,5.17,1
7.48,218.64,2.15,281.45,69.12,0.99,1
7.1,528.16,3.0,433.05,46.86,2.09,1
7.03,184.11,1.12,419.44,0.0,5.19,1
7.12,123.31,1.42,465.13,124.04,5.06,1
7.13,468.87,0.35,197.98,41.02,3.72,1
8.22,151.5,1.37,205.82,79.38,2.81,1
8.47,30.46,2.03,0.0,117.94,1.98,1
7.07,714.26,2.17,70.97,89.38,4.1,1
8.11,468.77,1.28,136.5,21.77,2.71,1
7.33,713.41,2.0,25.36,70.23,3.93,1
6.99,352.34,2.59,390.55,56.39,1.68,0
7.58,495.61,0.0,199.73,69.59,5.32,1
8.49,139.94,0.88,0.63,17.07,3.28,1
7.2,520.81,1.44,0.0,6.24,3.45,1
8.11,382.06,0.41,42.76,56.31,1.19,1
8.46,318.26,0.14,330.46,87.99,1.9,1
6.94,784.17,2.55,258.84,57.94,1.1,1
8.27,191.41,1.15,271.08,92.82,2.77,1
6.49,118.17,0.0,208.55,69.07,2.8,1
8.2,170.94,0.98,444.52,0.54,1.4,1
8.35,961.52,2.61,234.62,77.34,0.63,0
8.06,876.15,1.19,311.15,6.73,1.25,1
8.32,594.91,1.67,296.81,8.97,3.2,1
7.96,574.15,2.51,451.7,57.7,1.43,1
8.45,642.05,2.39,475.42,71.95,3.12,1
6.86,884.88,2.87,431.12,2.58,1.97,1
7.65,248.73,0.57,44.1,32.59,2.91,1
6.52,789.63,2.5,451.75,0.0,1.53,1
6.58,763.39,0.93,452.84,0.0,0.47,1
7.3,425.38,0.98,117.46,53.24,4.34,1
7.89,123.23,1.49,415.55,44.38,3.1,1
8.12,638.92,0.52,495.33,51.18,4.56,1
6.28,330.47,0.84,340.53,8.22,3.86,1
8.5,164.12,0.2,397.37,32.47,3.91,1
6.95,535.25,1.93,452.13,27.67,2.63,1
6.95,924.14,2.22,488.29,108.76,1.69,1
7.89,120.55,0.99,436.42,27.41,1.79,1
8.05,0.0,0.86,0.0,68.63,2.13,1
8.04,615.68,2.32,148.88,41.35,3.01,1
6.98,861.82,1.4,89.87,81.5,4.0,1
7.44,27.7,1.23,281.3,47.38,4.97,1
8.38,595.35,3.22,0.0,85.37,3.85,1
7.42,0.0,1.75,319.98,53.33,2.64,1
8.42,510.14,1.39,480.6,28.12,2.41,1
8.0,0.0,1.33,434.84,35.94,2.22,1
7.22,568.47,0.44,81.84,82.28,1.86,1
8.49,333.38,1.15,304.06,41.38,3.83,0
7.33,657.74,2.29,23.4,87.25,1.31,1
8.22,267.81,1.9,450.82,53.6,1.7,1
7.78,65.37,2.22,0.0,87.62,1.19,1
7.4,399.77,0.87,70.38,22.01,1.16,1
7.73,321.48,0.67,150.91,91.55,3.45,1
7.85,46.74,0.64,17.72,62.08,0.47,1
7.67,141.33,0.35,371.37,3.08,1.3,1
6.8,482.21,0.9,102.38,76.43,0.28,1
8.53,423.77,0.8,402.79,0.0,4.93,1
8.48,768.46,0.48,516.33,34.51,5.25,1
6.77,415.91,1.42,195.48,84.59,1.09,1
8.29,708.2,1.5,277.51,56.06,4.82,0
7.91,718.14,2.09,528.64,24.6,0.95,1
6.73,823.17,2.3,164.49,24.14,1.3,1
8.34,563.22,1.56,497.71,23.25,2.95,1
7.35,19.44,2.77,437.61,17.76,1.49,1
7.88,602.38,1.47,42.84,40.08,4.72,1
8.56,84.43,0.39,78.8,11.0,4.83,1
7.52,720.95,1.8,382.83,31.17,1.4,1
6.34,0.0,2.73,17.62,50.72,2.39,1
8.0,576.09,2.6,416.34,84.43,2.15,1
7.83,260.11,3.55,473.48,86.59,5.47,1
8.75,1056.45,0.25,364.66,102.87,4.37,1
7.08,101.59,2.27,485.4,31.21,0.0,0
8.26,491.54,0.17,313.05,24.09,5.46,1
8.05,766.47,1.83,405.94,86.35,3.14,1
7.28,219.49,2.2,272.9,62.91,1.53,1
7.45,417.49,1.8,244.21,27.86,2.59,1
7.53,272.22,0.0,409.75,48.08,4.85,1
6.37,368.82,1.67,264.57,87.11,0.31,1
7.08,384.11,0.3,154.96,86.21,1.4,1
7.22,92.54,2.13,140.37,85.21,0.51,1
6.52,572.02,2.27,115.23,52.15,2.18,0
8.03,328.05,2.04,121.19,13.55,3.71,1
7.3,84.48,1.13,428.39,75.25,3.72,0
7.17,83.72,1.8,377.13,23.64,0.99,1
7.19,663.64,0.53,487.93,14.71,1.53,1
7.33,665.35,2.82,510.62,0.0,2.75,1
7.92,516.19,2.85,121.83,13.21,0.36,1
7.17,676.29,0.0,201.13,23.74,0.13,1
7.99,821.25,1.33,559.89,24.57,4.04,0
7.4,621.43,1.93,53.48,72.68,0.26,1
7.81,535.02,0.79,371.17,51.56,4.69,1
8.57,128.87,0.6,252.47,0.0,3.88,1
6.93,620.52,0.53,322.66,87.06,2.16,1
7.7,1082.49,2.26,336.03,79.94,1.96,1
7.82,535.0,0.4,334.73,81.05,1.24,1
6.66,480.43,1.25,156.04,14.12,4.14,1
8.4,922.36,2.77,0.0,80.94,3.4,1
7.5,216.52,0.27,501.62,51.51,0.07,1
7.21,111.46,2.27,415.48,76.49,3.46,1
8.04,797.93,1.25,279.09,106.85,1.84,1
8.1,895.43,1.22,347.12,11.89,4.57,1
7.7,0.0,2.09,9.59,85.43,0.77,1
8.4,0.0,0.74,237.38,79.93,1.94,1
6.5,22.12,2.61,259.58,76.8,0.0,1
7.46,556.44,1.86,310.08,25.94,1.09,1
7.98,150.5,1.5,167.81,43.3,3.34,1
8.22,640.66,0.98,0.0,14.22,3.65,1
7.76,712.05,1.46,508.55,59.82,4.1,1
7.58,48.47,2.16,459.52,65.09,0.51,1
7.68,940.32,2.89,62.21,51.41,1.52,1
7.91,276.43,0.46,465.11,76.3,0.63,1
7.7,555.85,0.6,451.28,7.4,3.48,1
8.3,405.84,1.38,29.64,2.63,1.08,1
8.59,175.71,1.25,428.79,12.41,5.51,1
8.03,533.82,0.0,215.2,0.0,2.7,1
8.33,0.0,0.83,132.84,69.3,2.29,1
6.69,517.7,1.78,109.87,8.87,1.97,1
8.1,271.73,2.27,333.36,60.15,2.14,1
7.71,473.58,1.85,272.82,73.92,4.33,1
8.0,172.02,1.83,160.36,33.33,3.28,1
7.51,245.91,1.86,71.16,80.76,2.12,1
7.25,811.9,0.25,362.95,100.29,3.5,1
8.29,1007.13,0.4,76.54,51.77,1.87,1
6.37,214.68,1.51,115.22,66.33,0.3,1
7.44,879.86,0.94,206.23,104.86,0.0,1
7.41,720.23,0.54,77.63,84.63,2.43,0
8.19,188.67,1.77,528.95,58.6,3.24,1
7.22,43.73,1.12,186.98,42.54,0.74,1
8.4,734.11,0.0,417.92,0.0,3.23,1
6.77,199.52,2.65,127.01,64.8,1.66,1
7.04,122.84,2.32,195.63,71.22,2.63,1
7.33,840.57,1.94,83.04,69.28,2.65,0
7.84,750.54,0.1,158.03,36.06,3.35,1
8.24,891.19,1.08,208.44,90.21,4.18,1
8.19,625.68,3.18,356.67,67.13,3.51,0
6.86,306.8,2.23,189.35,31.65,2.68,1
7.91,321.45,2.02,396.92,17.92,3.14,1
7.62,226.59,1.83,113.58,15.39,2.9,1
7.38,491.17,3.25,87.2,67.86,4.54,1
8.35,1043.45,1.98,40.37,23.52,3.8,0
7.91,133.57,0.45,474.04,88.22,0.49,1
7.44,364.4,1.75,0.0,28.92,1.04,0
8.25,243.68,2.45,325.96,32.04,2.01,1
6.86,107.93,0.69,335.9,77.75,4.2,1
6.64,740.7,0.0,212.22,44.55,0.91,1
8.0,924.38,0.67,575.41,107.64,0.27,1
6.9,176.73,0.0,479.09,48.38,4.08,1
7.81,774.9,0.35,113.24,81.52,3.87,1
7.51,746.56,2.13,22.56,28.47,3.61,1
6.76,54.82,2.06,259.21,0.0,0.63,1
8.08,880.18,2.46,297.42,0.0,0.36,1
7.93,685.2,1.82,291.15,68.59,1.01,1
6.48,623.92,1.27,290.66,47.48,1.04,1
7.14,145.43,2.53,470.65,66.94,4.5,1
8.16,317.01,0.54,418.48,34.33,2.86,1
8.29,86.02,0.53,203.78,87.17,2.19,0
8.44,841.62,0.57,374.88,70.38,3.97,1
7.74,769.07,1.35,216.57,58.04,2.03,1
7.01,156.37,2.29,493.66,20.73,1.93,1
7.23,633.08,1.66,341.11,38.48,3.15,1
7.16,310.07,1.81,0.0,26.52,4.06,1
7.77,841.35,0.96,402.94,34.36,5.16,1
6.81,249.56,1.74,163.22,78.09,3.48,0
6.58,851.05,2.24,419.07,85.21,0.64,1
7.13,701.77,0.89,367.14,93.5,4.02,1
6.53,128.01,1.69,437.42,20.71,0.51,1
7.12,217.52,1.94,467.31,24.05,0.48,1
7.9,724.8,1.86,414.77,71.64,3.02,1
7.54,948.17,1.43,447.76,67.63,4.02,1
8.21,315.38,0.39,312.41,91.7,4.27,1
8.45,210.98,0.84,212.47,93.89,3.34,1
7.63,255.33,1.08,257.51,42.03,1.49,1
8.29,178.91,1.45,184.44,0.0,0.52,1
7.52,211.92,2.09,133.78,26.3,4.08,1
8.26,305.18,2.51,239.93,30.79,3.03,1
7.0,114.59,0.13,188.1,3.25,0.95,1
7.56,453.46,0.81,133.75,74.15,4.31,1
8.29,888.93,0.48,131.84,55.31,5.61,1
8.05,852.44,1.76,107.13,74.66,1.04,1
7.64,292.45,1.96,152.28,92.72,2.9,1
7.85,467.02,1.13,307.43,46.35,1.67,1
7.12,856.03,0.78,101.74,98.11,2.9,1
8.3,248.95,2.56,77.33,74.84,0.63,1
6.64,444.29,1.75,0.0,45.52,4.6,1
7.35,220.06,3.18,323.15,62.58,0.86,0
7.12,489.14,0.85,134.46,47.05,3.02,1
6.9,311.78,0.56,90.62,49.28,1.11,1
8.37,702.14,1.71,463.76,101.38,0.65,1
6.29,252.39,2.73,280.43,64.39,4.5,1
7.15,745.92,0.81,478.91,51.67,1.49,0
7.68,443.39,2.91,197.99,63.19,4.3,1
8.45,392.43,1.97,180.6,57.01,4.52,1
8.07,936.95,2.99,243.75,6.24,2.29,1
6.85,327.53,2.66,70.63,70.24,2.93,1
6.81,294.43,1.17,465.15,63.19,0.0,1
8.22,667.58,3.22,29.36,97.24,4.41,1
6.49,598.67,0.73,486.67,94.26,3.77,1
6.46,791.42,1.12,342.06,3.66,3.57,0
6.89,60.69,1.53,425.54,43.9,3.67,1
7.56,311.56,1.04,71.9,67.88,1.75,1
8.35,613.38,1.71,504.82,13.77,1.31,1
7.78,462.24,2.31,287.29,82.16,3.6,1
7.79,882.51,0.22,200.24,74.1,2.99,1
7.43,360.99,1.6,61.29,102.41,3.38,1
7.79,283.52,2.14,34.92,49.99,1.11,1
7.47,975.95,0.68,365.8,58.22,0.45,1
7.01,366.88,1.74,554.83,55.96,1.46,1
6.82,214.99,0.91,141.39,83.76,4.36,1
6.58,262.57,1.35,394.29,117.39,4.7,1
8.63,443.11,0.67,77.93,74.88,3.4,0
6.18,827.52,1.47,96.27,81.4,0.73,0
10.0,1054.02,1.04,377.81,36.49,1.12,0
5.29,636.74,0.63,4.96,39.02,4.39,1
9.85,942.02,2.94,155.52,77.72,3.76,0
6.24,815.91,1.66,292.91,6.44,2.89,0
6.12,226.4,0.91,9.43,0.0,3.25,0
4.37,118.16,0.0,125.15,66.95,2.89,0
9.7,137.21,2.59,164.13,75.29,3.02,0
4.78,101.68,1.41,405.06,91.98,2.49,0
5.49,260.98,1.81,0.0,58.15,3.65,0
9.92,454.51,0.0,302.74,5.42,2.12,0
6.15,930.43,1.17,505.36,21.57,4.25,0
10.39,261.8,0.49,140.44,15.72,4.15,0
3.96,574.61,0.64,467.12,38.03,1.37,0
10.79,311.99,2.01,122.34,75.02,1.73,1
4.57,350.81,1.13,320.15,59.8,4.27,0
6.47,514.64,2.43,392.98,13.56,1.66,0
4.99,267.64,0.41,185.42,63.81,1.55,0
6.57,837.59,0.0,432.02,6.26,1.9,0
8.97,975.7,0.85,82.16,52.06,4.38,0
3.87,450.9,0.0,176.3,53.6,0.64,0
10.55,510.74,0.7,458.48,88.55,0.42,0
9.31,116.54,0.55,404.02,6.49,4.01,0
4.91,0.0,2.22,194.44,54.06,3.75,0
5.25,854.08,1.87,377.31,79.66,2.04,0
9.28,175.88,1.94,154.06,37.88,5.51,0
5.13,887.95,2.7,419.87,50.95,1.0,1
4.1,226.15,0.71,430.01,30.02,2.95,0
5.19,314.33,0.68,529.55,114.32,2.19,0
4.86,383.13,2.71,373.01,22.11,1.55,0
9.45,1029.68,1.54,44.51,67.72,4.83,0
6.39,201.83,0.36,128.6,42.31,4.86,0
9.57,531.2,1.76,476.12,14.06,2.71,0
10.29,728.07,2.87,32.95,0.0,0.82,0
9.66,31.71,0.64,209.34,54.99,4.33,0
5.95,601.53,0.51,449.2,3.06,5.35,0
10.79,131.95,1.0,174.39,22.81,0.31,0
6.2,852.88,0.99,500.98,16.69,0.58,0
8.85,882.11,0.94,88.79,54.27,1.72,0
9.9,12.79,0.41,129.71,23.42,1.29,0
6.3,688.26,1.43,361.9,63.19,3.66,0
9.7,399.01,2.88,181.86,37.66,0.82,0
10.14,519.68,0.77,380.02,47.86,3.7,0
5.79,233.6,2.7,174.18,52.56,3.97,0
6.8,960.56,1.84,264.85,57.49,0.56,0
5.53,976.58,1.78,90.14,71.93,4.58,0
5.64,161.39,0.62,480.1,36.72,3.12,0
10.57,951.26,2.3,153.27,86.17,3.96,0
4.15,0.0,0.85,76.52,0.0,1.77,0
5.25,773.84,1.56,0.0,94.6,1.7,0
6.6,774.44,0.99,155.84,10.29,1.47,0
8.57,497.79,1.85,329.83,73.99,2.23,0
4.39,627.84,0.64,202.09,98.58,0.0,0
10.28,687.9,1.64,321.98,94.93,0.49,1
4.7,197.85,2.75,396.85,16.46,1.69,0
6.14,293.06,1.34,289.41,69.75,3.8,0
9.42,46.65,0.86,290.67,70.45,5.3,0
10.12,872.49,2.03,414.45,51.75,0.84,0
10.89,0.0,2.15,190.35,28.91,3.89,0
5.56,496.79,2.99,198.07,26.79,1.53,0
6.07,254.7,0.51,176.51,70.34,2.78,0
10.08,213.54,0.93,350.52,85.14,3.91,0
10.67,874.91,2.03,337.19,94.96,4.38,0
6.5,515.79,0.0,104.19,67.37,1.25,0
9.74,943.92,2.34,42.07,94.26,3.49,0
5.6,59.69,0.96,411.23,46.3,2.95,0
10.38,139.63,1.09,211.97,66.72,4.2,0
5.78,625.64,2.33,104.16,46.95,2.64,0
5.17,283.6,2.94,343.89,59.02,5.58,0
6.65,191.12,2.82,306.71,49.63,3.05,0
6.8,149.47,2.12,22.15,67.64,4.46,0
6.24,410.98,0.69,234.67,99.59,0.93,0
8.79,923.71,0.34,515.34,80.7,5.19,0
9.68,333.49,1.36,255.77,27.19,4.8,0
4.91,1066.28,1.25,207.99,56.44,3.62,0
4.95,747.35,0.75,275.64,74.78,3.04,0
4.88,85.46,2.44,369.96,43.7,5.23,0
9.69,622.42,2.36,216.39,18.42,1.91,0
5.76,649.65,0.48,53.27,11.6,3.52,0
9.65,214.72,1.84,263.71,60.6,2.87,0
9.82,767.22,2.1,299.28,67.31,2.24,0
4.55,14.25,0.0,250.0,97.54,4.32,0
5.16,916.71,2.26,295.96,80.71,4.76,0
10.9,98.4,2.41,79.33,26.63,1.82,0
6.16,380.33,0.42,85.35,0.16,5.44,1
9.07,675.11,0.58,200.03,64.02,1.15,0
4.33,272.24,0.29,247.52,43.56,2.21,0
5.44,0.0,1.29,316.54,83.08,4.67,0
6.66,1091.6,0.34,290.51,11.51,4.22,0
10.92,34.09,1.67,152.37,60.87,3.01,0
9.07,869.02,0.8,180.79,9.02,1.13,0
4.75,526.3,2.38,330.36,65.21,3.1,0
9.71,124.6,0.58,233.32,0.0,1.16,0
10.88,0.0,2.02,172.29,0.0,4.14,0
10.85,693.94,2.79,187.15,64.41,2.76,0
4.32,109.37,1.79,171.71,32.3,4.4,0
9.1,714.56,0.38,192.22,22.42,2.7,1
5.55,674.81,2.86,84.77,56.08,2.15,0
6.11,336.47,2.49,160.07,17.02,3.1,0
9.32,495.29,1.87,43.91,19.14,4.61,0
4.81,368.36,3.08,120.35,11.23,0.69,0
9.77,295.83,1.94,620.62,94.26,3.46,0
5.42,510.9,2.71,47.97,27.85,2.62,0
10.47,624.23,1.58,284.96,26.79,4.67,0
5.04,692.1,1.8,25.8,5.44,0.0,0
8.95,519.45,1.96,69.13,39.15,2.49,0
10.84,935.92,0.53,241.37,19.04,3.94,0
5.1,713.64,2.11,384.29,54.97,2.23,0
5.98,970.36,0.56,272.43,29.05,0.0,0
5.26,810.16,0.2,546.43,32.07,4.95,0
10.75,400.75,0.0,260.04,60.29,0.0,0
8.9,666.63,0.32,250.19,50.89,3.56,1
9.34,35.28,0.0,225.35,54.19,4.44,0
4.85,271.64,1.96,503.4,66.75,4.87,0
10.25,594.38,2.41,261.43,73.88,0.54,0
9.15,570.19,1.71,276.45,56.25,4.46,0
4.37,681.83,0.96,215.19,14.83,2.09,0
6.14,505.33,1.77,319.41,27.42,4.62,0
6.04,50.64,1.31,157.31,44.13,1.51,0
9.09,282.23,2.22,230.75,58.18,2.83,0
9.07,647.7,1.15,24.59,7.89,1.91,0
5.37,912.2,1.61,139.83,0.0,2.41,0
10.06,619.23,1.16,139.77,95.32,0.85,0
4.79,931.36,1.44,81.42,92.25,2.37,0
4.97,45.6,1.21,263.78,59.86,1.53,0
6.4,1044.81,1.72,341.76,92.29,0.7,0
4.29,736.48,0.0,333.52,0.0,0.26,0
9.7,540.17,1.8,262.91,105.47,1.94,0
3.91,783.61,0.81,499.41,57.57,2.93,0
9.92,524.56,1.55,354.3,22.82,1.02,0
